Company/Bond,Quarter,Rating,Ending Date,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Number Rating,Rating Change
Google Senior Unsecured,Q4 2014,Aa2,42004,-2.9,0.32,-3.77,226.64,84.6,175.96,25,80.4,3.11,2.96,2.5,5.04,4.8,4.05,3,0
Google Senior Unsecured,Q1 2015,Aa2,42094,-2.94,0.31,-3.82,216.31,103.73,171.04,26,81.3,2.97,2.84,2.42,4.83,4.6,3.92,3,0
Google Senior Unsecured,Q2 2015,Aa2,42185,-3.05,0.3,-3.96,233.04,136.31,185.58,26,80.53,1.99,1.9,1.6,4.68,4.47,3.77,3,0
Google Senior Unsecured,Q3 2015,Aa2,42277,-3.1,0.28,-3.94,229.08,137.81,181.08,26,80.57,1.72,1.64,1.38,4.5,4.31,3.63,3,0
Google Senior Unsecured,Q4 2015,Aa2,42369,-2.99,0.27,-3.77,260.92,180.15,206.92,26,81.6,1.66,1.59,1.35,4.34,4.16,3.54,3,0
Google Senior Unsecured,Q1 2016,Aa2,42460,-2.96,0.26,-3.73,223.77,142.83,178.07,30,82.52,1.61,1.54,1.33,4.21,4.04,3.48,3,0
Google Senior Unsecured,Q2 2016,Aa2,42551,-2.98,0.2,-3.74,233.06,166.72,186.5,32,82.88,1.55,1.5,1.29,3.29,3.18,2.72,3,0
,,,,,,,,,,,,,,,,,,,
Exxon Mobil Senior Unsecured (Domestic),Q4 2013,Aaa,41639,0.31,0.56,0.45,-1000000,-1000000,-1000000,-1000000,50.17,3.82,3.39,1.99,12.58,11.17,6.55,1,0
Exxon Mobil Senior Unsecured (Domestic),Q1 2014,Aaa,41729,0.28,0.54,0.4,219.27,108.24,155.76,66,49.97,6.64,5.95,3.44,11.68,10.46,6.05,1,0
Exxon Mobil Senior Unsecured (Domestic),Q2 2014,Aaa,41820,0.28,0.56,0.4,203.3,69.83,136.34,64,50.52,6.28,5.63,3.3,11.57,10.37,6.07,1,0
Exxon Mobil Senior Unsecured (Domestic),Q3 2014,Aaa,41912,0.3,0.57,0.44,158.36,65.2,108.8,88,51.19,6.18,5.54,3.29,11.65,10.43,6.19,1,0
Exxon Mobil Senior Unsecured (Domestic),Q4 2014,Aaa,42004,0.48,0.85,0.72,146.47,15.82,80.91,68,49.9,6.44,5.54,3.33,16.08,13.85,8.33,1,0
Exxon Mobil Senior Unsecured (Domestic),Q1 2015,Aaa,42094,0.61,1.18,1,92.76,14.99,43.9,88,49.93,10.99,9.27,5.68,18.47,15.59,9.56,1,0
Exxon Mobil Senior Unsecured (Domestic),Q2 2015,Aaa,42185,0.72,1.46,1.27,102.79,19.15,50.42,85,49.58,10.86,9.13,5.58,18.91,15.9,9.72,1,0
Exxon Mobil Senior Unsecured (Domestic),Q3 2015,Aaa,42277,0.84,1.93,1.69,111.59,29.53,53.36,78,50.12,11.22,9.4,5.82,19.4,16.25,10.07,1,0
Exxon Mobil Senior Unsecured (Domestic),Q4 2015,Aaa,42369,1.13,3,2.72,88.78,-13.48,9.53,60,50.72,11.27,9.25,5.92,21.88,17.95,11.49,1,0
Exxon Mobil Senior Unsecured (Domestic),Q1 2016,Aaa,42460,1.38,4.67,4.15,64.55,4.79,2.66,77,50.23,16.56,13.34,8.63,24.15,19.45,12.58,1,0
Exxon Mobil Senior Unsecured (Domestic),Q2 2016,Aaa,42551,1.61,7.32,6.6,79.44,22.49,15.16,75,49.81,16.68,13.33,8.61,25.14,20.09,12.99,1,0
,,,,,,,,,,,,,,,,,,,
Six Flags Senior Unsecured (Domestic),Q3 2014,B3,41912,3.37,5.5,4.85,12.41,11.65,10.94,18.5,12.69,172.67,63.14,50.59,173.45,63.43,50.81,16,0
Six Flags Senior Unsecured (Domestic),Q4 2014,B3,42004,3.95,6.19,5.86,-0.35,-1.04,-1.82,18.4,9.26,207.67,67.29,56.83,208.62,67.6,57.09,16,0
Six Flags Senior Unsecured (Domestic),Q1 2015,B3,42094,4.55,6.91,6.83,-3.24,-5.06,-4.67,18.7,5.02,246.9,68.16,55.96,262.26,72.4,59.43,16,0
Six Flags Senior Unsecured (Domestic),Q2 2015,B3,42185,4.22,6.99,6.28,8.55,6.64,7.2,19,5.02,257.32,71.76,56.29,258.59,72.11,56.57,16,0
Six Flags Senior Unsecured (Domestic),Q3 2015,B3,42277,3.2,5.01,4.32,16.36,15.26,14.99,19.3,5.93,246.29,70.87,55.77,247.5,71.22,56.04,16,0
Six Flags Senior Unsecured (Domestic),Q4 2015,B3,42369,3.1,4.35,4.06,1.9,0.71,0.41,19.3,1,325.7,76.22,61.69,327.33,76.6,62,16,0
Six Flags Senior Unsecured (Domestic),Q1 2016,B3,42460,3.18,4.12,4.06,-1.26,-3.44,-2.58,19.6,-3.06,412.93,77.2,62.55,434.86,81.3,65.87,16,0
Six Flags Senior Unsecured (Domestic),Q2 2016,B3,42551,3,4.24,3.82,8.4,6.51,7.11,20.2,-3.56,455.53,81.98,63.75,455.67,82,63.77,16,0
Six Flags Senior Unsecured (Domestic),Q3 2016,B3,42643,3.46,5.49,4.7,10.68,9.73,9.39,21.3,-0.69,378.7,79.09,62.38,378.83,79.12,62.4,16,0
Six Flags Senior Unsecured (Domestic),Q3 2011,B3,40816,2.6,11.41,7.83,15.6,15.02,13.09,16.7,32.69,68.1,39.97,33.51,70.4,41.31,34.64,16,0
Six Flags Senior Unsecured (Domestic),Q4 2011,B3,40908,2.51,7.96,6.04,0.41,-0.94,-2.15,16.3,28.83,76.35,42.59,34.81,79.27,44.22,36.15,16,0
Six Flags Senior Unsecured (Domestic),Q1 2012,B3,40999,2.8,6.37,5.91,-5.72,-8.86,-9.3,11.6,25.07,85.25,45.15,36.37,88.8,47.03,37.89,16,0
Six Flags Senior Unsecured (Domestic),Q2 2012,B3,41090,2.43,5.33,4.61,12.13,9.57,9.01,11.5,24.14,86.64,46.19,36.16,87.58,46.69,36.55,16,0
Six Flags Senior Unsecured (Domestic),Q3 2012,B3,41182,1.99,5.2,3.67,22.19,20.91,19.15,11.6,31.88,69.74,40.85,33.76,70.74,41.43,34.24,16,0
Six Flags Senior Unsecured (Domestic),Q4 2012,B3,41274,2.27,7.23,3.99,0.86,-0.67,-1.93,12.7,28.95,105.45,51.21,45.77,105.92,51.44,45.98,16,0
Six Flags Senior Unsecured (Domestic),Q1 2013,B3,41364,3.48,6.33,5.71,-2.41,-4.37,-4.29,18.7,15.82,162.09,61.68,52.66,162.82,61.95,52.9,16,0
Six Flags Senior Unsecured (Domestic),Q2 2013,B3,41455,3.23,5.96,5.11,7.94,6.03,6.28,18.7,14.53,161.69,61.62,50.34,162.42,61.89,50.57,16,0
Six Flags Senior Unsecured (Domestic),Q3 2013,B3,41547,3.07,5.43,4.65,14.7,13.81,13.06,18.8,14.73,162.07,61.67,50.8,162.8,61.95,51.03,16,0
Six Flags Senior Unsecured (Domestic),Q4 2013,B3,41639,3.02,5,4.4,1.5,0.83,-0.14,18.8,14.32,171.95,63.05,53.47,172.72,63.33,53.71,16,0
,,,,,,,,,,,,,,,,,,,
Murphy Oil Senior Unsecured (Domestic),Q2 1999,A3,36341,1.75,9.69,8.8,13.47,-1.11,5.42,6.3,41.52,50.88,33.72,21.12,50.88,33.72,21.13,7,0
Murphy Oil Senior Unsecured (Domestic),Q3 1999,A3,36433,1.2,3.64,3.27,26.18,5.25,16.19,5.2,42.65,42.39,29.77,18.08,42.4,29.77,18.08,7,0
Murphy Oil Senior Unsecured (Domestic),Q4 1999,A3,36525,0.9,2.01,1.83,32.28,5.07,19.48,4.3,43.23,37.19,27.11,16.08,37.2,27.11,16.08,7,0
Murphy Oil Senior Unsecured (Domestic),Q1 2000,A3,36616,0.69,1.41,1.21,36.71,0.65,21.25,3.6,43.06,36.2,26.58,15.59,36.2,26.58,15.59,7,0
Murphy Oil Senior Unsecured (Domestic),Q2 2000,A3,36707,0.51,1.09,0.81,52.36,6.05,36.7,3.2,42.46,35.11,25.98,14.91,35.12,25.99,14.91,7,0
Murphy Oil Senior Unsecured (Domestic),Q3 2000,A3,36799,0.37,0.94,0.56,26.69,4.2,19.43,6.8,43.09,32.6,24.58,14.05,32.6,24.59,14.05,7,0
Murphy Oil Senior Unsecured (Domestic),Q4 2000,A3,36891,0.63,1.2,0.92,74.87,14.86,52.35,2.7,40.19,41.66,28.81,16.74,44.62,30.85,17.93,7,0
Murphy Oil Senior Unsecured (Domestic),Q1 2001,A3,36981,0.51,1.02,0.72,34.54,3.39,25.73,6.2,41.53,39.56,27.67,16.43,43,30.07,17.86,7,0
Murphy Oil Senior Unsecured (Domestic),Q2 2001,A3,37072,0.38,0.8,0.5,57.23,9.59,46.38,5.4,44.75,33.72,24.7,15.09,36.53,26.76,16.35,7,0
Murphy Oil Senior Unsecured (Domestic),Q3 2001,A3,37164,0.43,0.86,0.6,29.03,-6.79,15.98,4.5,45.04,32.26,23.81,14.53,35.46,26.18,15.97,7,0
Murphy Oil Senior Unsecured (Domestic),Q4 2001,A3,37256,0.65,1.09,0.93,34.26,-11.82,14.89,3,45.97,34.76,25.19,15.98,37.98,27.53,17.46,7,0
Murphy Oil Senior Unsecured (Domestic),Q1 2002,A3,37346,1.02,1.94,1.69,16.6,-13.25,1.64,4.7,43.77,44.71,30.22,19.57,47.97,32.42,21,7,0
Murphy Oil Senior Unsecured (Domestic),Q2 2003,Baa1,37802,1.38,3.73,2.95,38.97,-7.56,15.55,4.2,41.65,52.72,33.79,21.96,56.01,35.9,23.33,8,1
Murphy Oil Senior Unsecured (Domestic),Q3 2003,Baa1,37894,1.42,3.62,2.85,33.01,-7.32,18.44,4.4,41.09,55.77,35.06,22.92,59.07,37.13,24.27,8,0
Murphy Oil Senior Unsecured (Domestic),Q4 2003,Baa1,37986,1.39,3.6,2.82,21.33,-4.82,9.23,7.5,41.4,55.89,35.08,23.14,59.33,37.24,24.56,8,0
Murphy Oil Senior Unsecured (Domestic),Q1 2004,Baa1,38077,1.19,3.26,2.37,19.78,0.21,11.79,10,41.93,50.48,32.83,21.16,53.73,34.95,22.53,8,0
Murphy Oil Senior Unsecured (Domestic),Q2 2004,Baa1,38168,0.19,2.1,0.31,36.41,9.76,27.58,9.4,44.34,44.54,30.26,19.75,47.16,32.05,20.91,8,0
Murphy Oil Senior Unsecured (Domestic),Q3 2004,Baa1,38260,0.14,1.76,0.22,31.72,-6.08,22.07,7.8,44.45,42.05,29.25,18.69,43.76,30.44,19.45,8,0
Murphy Oil Senior Unsecured (Domestic),Q4 2004,Baa1,38352,0.1,0.85,0.14,45.67,7.5,33.51,6.8,48.53,23.15,18.51,11.24,25.07,20.04,12.17,8,0
Murphy Oil Senior Unsecured (Domestic),Q1 2005,Baa1,38442,0.16,0.76,0.22,69.63,4.31,44.63,4.5,49.71,22.48,18.13,11.17,23.98,19.34,11.92,8,0
Murphy Oil Senior Unsecured (Domestic),Q2 2005,Baa1,38533,0.1,0.65,0.13,183.22,16.18,141.65,2.7,51.9,20.04,16.55,10.4,21.07,17.41,10.94,8,0
Murphy Oil Senior Unsecured (Domestic),Q3 2005,Baa1,38625,0.06,0.52,0.08,354.27,15.74,275.01,1.4,53.05,18.4,15.46,9.76,19.06,16.01,10.11,8,0
Murphy Oil Senior Unsecured (Domestic),Q4 2005,Baa1,38717,0.02,0.5,0.02,2124.77,-4.85,1715.95,0.1,54.35,17.61,14.96,9.57,17.74,15.07,9.64,8,0
Murphy Oil Senior Unsecured (Domestic),Q1 2006,Baa1,38807,0.08,0.5,0.11,319.81,3.03,219.85,1,54.8,17.09,14.58,9.37,17.22,14.69,9.44,8,0
Murphy Oil Senior Unsecured (Domestic),Q2 2007,Baa3,39263,0.29,1.03,0.39,288.44,2.8,229.87,2,53.34,23.93,19.24,12.83,24.33,19.57,13.05,10,2
Murphy Oil Senior Unsecured (Domestic),Q3 2007,Baa3,39355,0.45,1.51,0.66,63.71,0.33,43.35,7.4,51.21,30.43,23.27,15.67,30.76,23.52,15.84,10,0
Murphy Oil Senior Unsecured (Domestic),Q4 2007,Baa3,39447,0.48,1.17,0.66,29.26,-10.13,21.72,15.4,48.09,29.77,22.9,14.39,30.02,23.09,14.51,10,0
Murphy Oil Senior Unsecured (Domestic),Q1 2008,Baa3,39538,0.37,0.99,0.49,56.75,13.98,44.58,14.2,48.33,31.44,23.89,15.19,31.59,24,15.27,10,0
Murphy Oil Senior Unsecured (Domestic),Q2 2008,Baa3,39629,0.03,0.71,0.04,68.1,25.75,57.48,15.6,49.6,25.39,20.24,12.59,25.44,20.28,12.62,10,0
Murphy Oil Senior Unsecured (Domestic),Q3 2008,Baa3,39721,-0.11,0.38,-0.13,40.62,15.96,35.33,26.9,55.11,16.35,14.05,9.01,16.4,14.09,9.04,10,0
Murphy Oil Senior Unsecured (Domestic),Q4 2008,Baa3,39813,-0.02,0.37,-0.02,154.29,-10.63,93.3,3.1,56.32,16.34,14.04,9.2,16.39,14.08,9.23,10,0
Murphy Oil Senior Unsecured (Domestic),Q1 2009,Baa3,39903,0.02,0.44,0.02,198.26,-15.12,81.28,1.7,57.3,15.71,13.58,9,15.71,13.58,9,10,0
Murphy Oil Senior Unsecured (Domestic),Q2 2009,Baa3,39994,0.19,0.96,0.28,396.88,-5.62,210.1,1.1,54.81,23.07,18.75,12.65,23.07,18.75,12.65,10,0
Murphy Oil Senior Unsecured (Domestic),Q3 2009,Baa3,40086,0.2,1.5,0.37,69.86,4.36,40.89,8.5,56.61,21.29,17.55,12.05,21.29,17.55,12.05,10,0
Murphy Oil Senior Unsecured (Domestic),Q4 2009,Baa3,40178,0.13,1.07,0.22,63.54,26.39,42.22,13.2,57.59,18.42,15.56,10.61,18.42,15.56,10.61,10,0
Murphy Oil Senior Unsecured (Domestic),Q1 2010,Baa3,40268,0.01,0.83,0.02,53.34,11.26,29.24,12.1,57.36,16.3,14.02,9.35,16.3,14.02,9.35,10,0
Murphy Oil Senior Unsecured (Domestic),Q2 2011,Baa3,40724,0.07,0.95,0.12,77.64,-95.55,51.86,10,56.72,13.42,11.43,7.61,17.38,14.81,9.86,10,0
Murphy Oil Senior Unsecured (Domestic),Q3 2011,Baa3,40816,-0.16,0.75,-0.25,53.01,-24.55,35.31,14.9,57.38,10.96,9.54,6.29,14.9,12.97,8.55,10,0
Murphy Oil Senior Unsecured (Domestic),Q4 2011,Baa3,40908,-0.17,0.38,-0.28,37.91,-25.12,9.96,10.6,62.09,2.84,2.66,1.77,6.83,6.39,4.24,10,0
Murphy Oil Senior Unsecured (Domestic),Q1 2012,Baa3,40999,-0.3,0.37,-0.51,150.59,20.35,88.03,5.3,61.05,2.74,2.57,1.67,6.58,6.17,4.01,10,0
Murphy Oil Senior Unsecured (Domestic),Q2 2012,Baa3,41090,-0.12,0.5,-0.22,386.16,3.8,230.4,2.1,62.03,8.51,7.84,5.28,8.51,7.84,5.28,10,0
Murphy Oil Senior Unsecured (Domestic),Q3 2012,Baa3,41182,-0.05,0.81,-0.08,439.74,-13.04,268.23,1.5,57.97,12.32,10.97,7.14,12.32,10.97,7.14,10,0
Murphy Oil Senior Unsecured (Domestic),Q4 2012,Baa3,41274,0.42,1.44,0.76,96.08,-46.15,34.33,6,51.03,25.11,20.07,12.81,25.11,20.07,12.81,10,0
Murphy Oil Senior Unsecured (Domestic),Q1 2013,Baa3,41364,0.42,1.7,0.8,54.6,-8.16,27.98,13.6,51.48,27.44,21.53,14.12,27.44,21.53,14.12,10,0
Murphy Oil Senior Unsecured (Domestic),Q2 2013,Baa3,41455,0.69,2.11,1.35,55.99,-1.43,30.75,15.1,48.52,33.35,24.97,16.18,33.54,25.12,16.27,10,0
Murphy Oil Senior Unsecured (Domestic),Q3 2013,Baa3,41547,0.43,1.76,0.86,40.23,-0.47,21,20.5,50.99,28.97,22.42,14.77,29.21,22.61,14.89,10,0
Murphy Oil Senior Unsecured (Domestic),Q4 2013,Baa3,41639,0.6,1.98,1.23,27.92,-7.68,9.61,22.6,49.09,34.16,25.41,16.77,34.47,25.63,16.92,10,0
Murphy Oil Senior Unsecured (Domestic),Q1 2014,Baa3,41729,0.79,2.35,1.65,31.23,-7.48,14.73,24,47.31,41.13,29.07,19.46,41.5,29.33,19.64,10,0
Murphy Oil Senior Unsecured (Domestic),Q4 2013,Baa3,41639,0.6,1.98,1.23,27.92,-7.68,9.61,22.6,49.09,34.16,25.41,16.77,34.47,25.63,16.92,10,0
Murphy Oil Senior Unsecured (Domestic),Q1 2014,Baa3,41729,0.79,2.35,1.65,31.23,-7.48,14.73,24,47.31,41.13,29.07,19.46,41.5,29.33,19.64,10,0
Murphy Oil Senior Unsecured (Domestic),Q2 2014,Baa3,41820,0.91,2.84,2.03,27.89,-1.28,11.91,28.7,46.99,45.08,30.98,21.18,45.5,31.27,21.38,10,0
Murphy Oil Senior Unsecured (Domestic),Q3 2014,Baa3,41912,0.93,3.01,2.16,31.16,-1.21,14.32,29.6,47.08,47.44,32.07,22.34,47.91,32.39,22.56,10,0
Murphy Oil Senior Unsecured (Domestic),Q4 2014,Baa3,42004,0.4,2.14,0.95,24.7,-1.35,8.2,33.4,51.27,29.37,21.79,15.05,34.79,25.81,17.84,10,0
Murphy Oil Senior Unsecured (Domestic),Q1 2015,Baa3,42094,0.42,2.71,1.29,14.4,-14.23,-2.73,28.1,54.12,31.59,23.96,17.09,31.85,24.16,17.24,10,0
Murphy Oil Senior Unsecured (Domestic),Q2 2015,Baa3,42185,0.8,5.96,3.6,11.68,-9.04,-2.41,28.6,51.92,41.51,29.25,21.55,41.89,29.52,21.75,10,0
,,,,,,,,,,,,,,,,,,,
Microsoft Senior Unsecured (Domestic),Q1 2009,Aaa,39721,-0.76,0.09,-0.83,-1000000,-1000000,-1000000,-1000000,51.59,0,0,0,5.88,5.55,3.03,1,0
Microsoft Senior Unsecured (Domestic),Q2 2009,Aaa,39813,-0.77,0.09,-0.85,-1000000,-1000000,-1000000,-1000000,52.41,0,0,0,5.8,5.48,3.04,1,0
Microsoft Senior Unsecured (Domestic),Q3 2009,Aaa,39903,-0.95,0.09,-1.06,-1000000,-1000000,-1000000,-1000000,53.65,0,0,0,5.41,5.13,2.9,1,0
Microsoft Senior Unsecured (Domestic),Q4 2009,Aaa,39994,-1.12,0.28,-1.26,-1000000,-1000000,-1000000,-1000000,50.79,9.47,8.27,4.81,14.53,12.68,7.38,1,0
Microsoft Senior Unsecured (Domestic),Q1 2010,Aaa,40086,-1.43,0.32,-1.63,138.59,126.84,121.14,37,50.5,9.09,7.94,4.59,14.55,12.7,7.35,1,0
Microsoft Senior Unsecured (Domestic),Q2 2010,Aaa,40178,-1.25,0.28,-1.41,246.7,236.54,230.08,37,53.94,8.46,7.45,4.56,13.54,11.92,7.3,1,0
Microsoft Senior Unsecured (Domestic),Q3 2010,Aaa,40268,-1.36,0.27,-1.52,158.57,147.54,139.81,37,53.83,8.2,7.24,4.41,13.12,11.59,7.06,1,0
Microsoft Senior Unsecured (Domestic),Q4 2010,Aaa,40359,-1.15,0.25,-1.28,179.68,159.19,160.27,37,53.62,10.7,9.48,5.74,12.86,11.4,6.9,1,0
Microsoft Senior Unsecured (Domestic),Q1 2011,Aaa,40451,-1.14,0.4,-1.25,173.56,161.02,158.13,45,51.28,20.59,16.78,10.56,22.72,18.51,11.65,1,0
Microsoft Senior Unsecured (Domestic),Q2 2011,Aaa,40543,-1.08,0.37,-1.2,122.61,115.79,113.4,72,52.52,19.95,16.63,10.48,19.95,16.63,10.48,1,0
Microsoft Senior Unsecured (Domestic),Q3 2011,Aaa,40633,-1.29,0.44,-1.42,76.54,68.7,67.96,84,53.6,22.29,18.23,11.95,22.29,18.23,11.95,1,0
Microsoft Senior Unsecured (Domestic),Q4 2011,Aaa,40724,-1.37,0.44,-1.5,72.98,66.15,65.65,94,52.51,20.88,17.28,10.97,20.88,17.28,10.97,1,0
Microsoft Senior Unsecured (Domestic),Q1 2012,Aaa,40816,-1.51,0.44,-1.67,84.35,79.71,76.63,94,55.29,20.08,16.72,11.1,20.08,16.72,11.1,1,0
Microsoft Senior Unsecured (Domestic),Q2 2012,Aaa,40908,-1.33,0.44,-1.47,91.28,86.04,84.15,95,57.13,18.61,15.69,10.63,18.61,15.69,10.63,1,0
Microsoft Senior Unsecured (Domestic),Q3 2012,Aaa,40999,-1.56,0.43,-1.72,75.16,67.27,67.09,95,58.18,17.39,14.81,10.12,17.39,14.81,10.12,1,0
Microsoft Senior Unsecured (Domestic),Q4 2012,Aaa,41090,-2.07,0.55,-2.35,10.3,0.14,2,96,54.72,16.14,13.68,8.83,18,15.25,9.85,1,0
Microsoft Senior Unsecured (Domestic),Q1 2013,Aaa,41182,-2.4,0.6,-2.75,63.35,57,55.87,95,56.48,14.11,12.02,7.97,17.36,14.79,9.81,1,0
Microsoft Senior Unsecured (Domestic),Q2 2013,Aaa,41274,-2.36,0.72,-2.76,83.62,74.76,74.01,105,56.4,16.46,13.77,9.28,19.55,16.35,11.03,1,0
Microsoft Senior Unsecured (Domestic),Q3 2013,Aaa,41364,-2.47,0.68,-2.89,79.5,70.96,69.83,109,57.19,15.58,13.15,8.91,18.51,15.62,10.58,1,0
Microsoft Senior Unsecured (Domestic),Q4 2013,Aaa,41455,-2.01,0.58,-2.29,58.8,43.85,50.61,120,55.43,15.96,13.33,8.85,19.76,16.5,10.95,1,0
Microsoft Senior Unsecured (Domestic),Q1 2014,Aaa,41547,-2.04,0.57,-2.33,61.76,51.33,53.68,118,57.35,15.47,12.95,8.87,19.51,16.33,11.19,1,0
Microsoft Senior Unsecured (Domestic),Q2 2014,Aaa,41639,-1.89,0.82,-2.18,68.37,55.54,59.03,135,55.42,24.3,19.13,13.47,27,21.26,14.96,1,0
Microsoft Senior Unsecured (Domestic),Q3 2014,Aaa,41729,-2.13,0.76,-2.47,47.02,40.21,39.85,175,56,23.65,19.11,13.25,23.77,19.21,13.31,1,0
Microsoft Senior Unsecured (Domestic),Q4 2014,Aaa,41820,-1.91,0.82,-2.27,48.66,40.79,38.36,169,52.08,22.99,18.36,11.98,25.22,20.14,13.14,1,0
Microsoft Senior Unsecured (Domestic),Q1 2015,Aaa,41912,-1.99,0.87,-2.4,45.17,37.2,36.3,161,53.15,20.49,16.22,10.89,26.31,20.83,13.98,1,0
Microsoft Senior Unsecured (Domestic),Q2 2015,Aaa,42004,-1.9,1.02,-2.32,57.39,48.19,48,162,52.55,19.87,15.29,10.44,29.99,23.07,15.76,1,0
Microsoft Senior Unsecured (Domestic),Q3 2015,Aaa,42094,-1.93,1.19,-2.38,38.43,31.84,31.25,211,51.01,30.67,22.66,15.65,35.36,26.12,18.04,1,0
Microsoft Senior Unsecured (Domestic),Q4 2015,Aaa,42185,-2.54,1.94,-3.37,-2.27,-9.48,-8.31,247,45.9,34.72,24.1,15.94,44.07,30.59,20.23,1,0
Microsoft Senior Unsecured (Domestic),Q1 2016,Aaa,42277,-2.52,2.13,-3.36,29.13,23.69,23.27,249,44.79,35.92,23.98,16.09,49.8,33.24,22.31,1,0
Microsoft Senior Unsecured (Domestic),Q2 2016,Aaa,42369,-2.6,2.72,-3.56,24.5,17.95,19.5,309,42.63,52.98,33.56,22.59,57.87,36.65,24.67,1,0
,,,,,,,,,,,,,,,,,,,
Teck Resources Senior Unsecured (Foreign),Q3 2002,Baa3,37529,5.54,57.41,56.45,4.13,-0.53,1,15,88.36,28.41,22.07,25.28,28.73,22.32,25.57,10,0
Teck Resources Senior Unsecured (Foreign),Q4 2002,Baa3,37621,4.04,15.68,14.49,5,2.44,1.72,18,48.67,48.34,32.36,23.82,49.41,33.07,24.34,10,0
Teck Resources Senior Unsecured (Foreign),Q1 2003,Baa3,37711,3.8,9,8.79,8.13,6.31,5.25,16,54.43,47.6,32.09,26.17,48.35,32.59,26.58,10,0
Teck Resources Senior Unsecured (Foreign),Q2 2003,Baa3,37802,3.8,9.25,9.01,3.44,1.75,0.75,16,47.58,55.32,35.37,26.61,56.39,36.06,27.13,10,0
Teck Resources Senior Unsecured (Foreign),Q3 2003,Baa3,37894,4.27,9.94,9.58,5,2.15,2,20,44.22,67.71,39.62,30.26,70.91,41.49,31.69,10,0
Teck Resources Senior Unsecured (Foreign),Q4 2003,Baa3,37986,2.97,5.95,5.56,13.31,9.62,8.38,13,43.16,59.73,36.82,26.05,62.2,38.35,27.13,10,0
Teck Resources Senior Unsecured (Foreign),Q1 2004,Baa3,38077,2.25,4.46,3.87,14.27,12.2,10.27,15,45.1,53.37,34.27,24.07,55.75,35.8,25.14,10,0
Teck Resources Senior Unsecured (Foreign),Q2 2004,Baa3,38168,1.48,2.89,2.23,15.94,12.81,11.81,16,45.62,51.65,33.58,23.56,53.8,34.98,24.55,10,0
Teck Resources Senior Unsecured (Foreign),Q3 2004,Baa3,38260,0.88,1.76,1.19,23.38,19.19,18.69,16,46.38,46.85,31.51,21.73,48.69,32.75,22.58,10,0
Teck Resources Senior Unsecured (Foreign),Q4 2004,Baa3,38352,0.09,1.02,0.11,30.79,25.93,25.57,14,51.39,31.43,23.7,16.21,32.65,24.61,16.83,10,0
Teck Resources Senior Unsecured (Foreign),Q1 2005,Baa3,38442,-0.12,0.85,-0.15,28.54,23.77,23.15,13,53.03,22.72,17.57,12.05,29.31,22.67,15.54,10,0
Teck Resources Senior Unsecured (Foreign),Q2 2005,Baa3,38533,-0.36,0.55,-0.44,33.69,28.08,28.77,13,53.77,14.66,12.11,7.9,21.03,17.38,11.34,10,0
Teck Resources Senior Unsecured (Foreign),Q3 2005,Baa2,38625,-0.32,1.28,-0.38,43.54,36.54,38.08,13,49.1,43.99,29.45,21.6,49.35,33.05,24.24,9,-1
Teck Resources Senior Unsecured (Foreign),Q4 2005,Baa2,38717,-0.48,1.15,-0.56,23.53,19.63,21.17,30,48.54,43.39,29.25,21.15,48.35,32.59,23.57,9,0
Teck Resources Senior Unsecured (Foreign),Q1 2006,Baa2,38807,-0.59,0.85,-0.66,23.89,19.15,21.78,27,54.21,35.7,26.16,19.44,36.48,26.73,19.87,9,0
Teck Resources Senior Unsecured (Foreign),Q2 2006,Baa2,38898,-0.66,0.66,-0.73,38.13,35.54,35.75,24,55.9,31.54,23.86,17.74,32.18,24.35,18.1,9,0
Teck Resources Senior Unsecured (Foreign),Q3 2006,Baa2,38990,-0.85,0.56,-0.92,37.04,32,34.17,24,58.51,24.82,19.4,14.62,27.96,21.85,16.47,9,0
Teck Resources Senior Unsecured (Foreign),Q4 2006,Baa2,39082,-1.04,0.45,-1.12,53.91,46.77,50.23,22,57.21,22.89,18.63,13.18,22.89,18.63,13.18,9,0
Teck Resources Senior Unsecured (Foreign),Q1 2007,Baa2,39172,-0.91,0.44,-0.98,28.91,22.23,26,22,61.95,21.32,17.56,13.31,21.43,17.64,13.37,9,0
Teck Resources Senior Unsecured (Foreign),Q2 2007,Baa2,39263,-0.81,0.43,-0.88,36.43,29.24,33.19,21,61.14,20.9,17.27,12.89,21,17.36,12.96,9,0
Teck Resources Senior Unsecured (Foreign),Q3 2007,Baa1,39355,-0.08,0.48,-0.08,43.48,36.9,39.05,21,56.67,18.77,15.75,10.75,19.16,16.08,10.97,8,-1
Teck Resources Senior Unsecured (Foreign),Q4 2007,Baa1,39447,0.04,0.61,0.05,24.33,16.57,19.19,21,56.87,19.1,15.98,10.99,19.5,16.32,11.22,8,0
Teck Resources Senior Unsecured (Foreign),Q1 2008,Baa1,39538,0.17,0.63,0.2,32.95,23,27.7,20,59.13,18.4,15.49,11.02,18.79,15.82,11.25,8,0
