Company/Bond,Quarter,Rating,Ending Date,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Number Rating,Rating Change
Google Senior Unsecured,Q4 2014,Aa2,42004,-2.9,0.32,-3.77,226.64,84.6,175.96,25,80.4,3.11,2.96,2.5,5.04,4.8,4.05,3,0
Google Senior Unsecured,Q1 2015,Aa2,42094,-2.94,0.31,-3.82,216.31,103.73,171.04,26,81.3,2.97,2.84,2.42,4.83,4.6,3.92,3,0
Google Senior Unsecured,Q2 2015,Aa2,42185,-3.05,0.3,-3.96,233.04,136.31,185.58,26,80.53,1.99,1.9,1.6,4.68,4.47,3.77,3,0
Google Senior Unsecured,Q3 2015,Aa2,42277,-3.1,0.28,-3.94,229.08,137.81,181.08,26,80.57,1.72,1.64,1.38,4.5,4.31,3.63,3,0
Google Senior Unsecured,Q4 2015,Aa2,42369,-2.99,0.27,-3.77,260.92,180.15,206.92,26,81.6,1.66,1.59,1.35,4.34,4.16,3.54,3,0
Google Senior Unsecured,Q1 2016,Aa2,42460,-2.96,0.26,-3.73,223.77,142.83,178.07,30,82.52,1.61,1.54,1.33,4.21,4.04,3.48,3,0
Google Senior Unsecured,Q2 2016,Aa2,42551,-2.98,0.2,-3.74,233.06,166.72,186.5,32,82.88,1.55,1.5,1.29,3.29,3.18,2.72,3,0
,,,,,,,,,,,,,,,,,,,
Exxon Mobil Senior Unsecured (Domestic),Q4 2013,Aaa,41639,0.31,0.56,0.45,-1000000,-1000000,-1000000,-1000000,50.17,3.82,3.39,1.99,12.58,11.17,6.55,1,0
Exxon Mobil Senior Unsecured (Domestic),Q1 2014,Aaa,41729,0.28,0.54,0.4,219.27,108.24,155.76,66,49.97,6.64,5.95,3.44,11.68,10.46,6.05,1,0
Exxon Mobil Senior Unsecured (Domestic),Q2 2014,Aaa,41820,0.28,0.56,0.4,203.3,69.83,136.34,64,50.52,6.28,5.63,3.3,11.57,10.37,6.07,1,0
Exxon Mobil Senior Unsecured (Domestic),Q3 2014,Aaa,41912,0.3,0.57,0.44,158.36,65.2,108.8,88,51.19,6.18,5.54,3.29,11.65,10.43,6.19,1,0
Exxon Mobil Senior Unsecured (Domestic),Q4 2014,Aaa,42004,0.48,0.85,0.72,146.47,15.82,80.91,68,49.9,6.44,5.54,3.33,16.08,13.85,8.33,1,0
Exxon Mobil Senior Unsecured (Domestic),Q1 2015,Aaa,42094,0.61,1.18,1,92.76,14.99,43.9,88,49.93,10.99,9.27,5.68,18.47,15.59,9.56,1,0
Exxon Mobil Senior Unsecured (Domestic),Q2 2015,Aaa,42185,0.72,1.46,1.27,102.79,19.15,50.42,85,49.58,10.86,9.13,5.58,18.91,15.9,9.72,1,0
Exxon Mobil Senior Unsecured (Domestic),Q3 2015,Aaa,42277,0.84,1.93,1.69,111.59,29.53,53.36,78,50.12,11.22,9.4,5.82,19.4,16.25,10.07,1,0
Exxon Mobil Senior Unsecured (Domestic),Q4 2015,Aaa,42369,1.13,3,2.72,88.78,-13.48,9.53,60,50.72,11.27,9.25,5.92,21.88,17.95,11.49,1,0
Exxon Mobil Senior Unsecured (Domestic),Q1 2016,Aaa,42460,1.38,4.67,4.15,64.55,4.79,2.66,77,50.23,16.56,13.34,8.63,24.15,19.45,12.58,1,0
Exxon Mobil Senior Unsecured (Domestic),Q2 2016,Aaa,42551,1.61,7.32,6.6,79.44,22.49,15.16,75,49.81,16.68,13.33,8.61,25.14,20.09,12.99,1,0
,,,,,,,,,,,,,,,,,,,
Six Flags Senior Unsecured (Domestic),Q3 2014,B3,41912,3.37,5.5,4.85,12.41,11.65,10.94,18.5,12.69,172.67,63.14,50.59,173.45,63.43,50.81,16,0
Six Flags Senior Unsecured (Domestic),Q4 2014,B3,42004,3.95,6.19,5.86,-0.35,-1.04,-1.82,18.4,9.26,207.67,67.29,56.83,208.62,67.6,57.09,16,0
Six Flags Senior Unsecured (Domestic),Q1 2015,B3,42094,4.55,6.91,6.83,-3.24,-5.06,-4.67,18.7,5.02,246.9,68.16,55.96,262.26,72.4,59.43,16,0
Six Flags Senior Unsecured (Domestic),Q2 2015,B3,42185,4.22,6.99,6.28,8.55,6.64,7.2,19,5.02,257.32,71.76,56.29,258.59,72.11,56.57,16,0
Six Flags Senior Unsecured (Domestic),Q3 2015,B3,42277,3.2,5.01,4.32,16.36,15.26,14.99,19.3,5.93,246.29,70.87,55.77,247.5,71.22,56.04,16,0
Six Flags Senior Unsecured (Domestic),Q4 2015,B3,42369,3.1,4.35,4.06,1.9,0.71,0.41,19.3,1,325.7,76.22,61.69,327.33,76.6,62,16,0
Six Flags Senior Unsecured (Domestic),Q1 2016,B3,42460,3.18,4.12,4.06,-1.26,-3.44,-2.58,19.6,-3.06,412.93,77.2,62.55,434.86,81.3,65.87,16,0
Six Flags Senior Unsecured (Domestic),Q2 2016,B3,42551,3,4.24,3.82,8.4,6.51,7.11,20.2,-3.56,455.53,81.98,63.75,455.67,82,63.77,16,0
Six Flags Senior Unsecured (Domestic),Q3 2016,B3,42643,3.46,5.49,4.7,10.68,9.73,9.39,21.3,-0.69,378.7,79.09,62.38,378.83,79.12,62.4,16,0
Six Flags Senior Unsecured (Domestic),Q3 2011,B3,40816,2.6,11.41,7.83,15.6,15.02,13.09,16.7,32.69,68.1,39.97,33.51,70.4,41.31,34.64,16,0
Six Flags Senior Unsecured (Domestic),Q4 2011,B3,40908,2.51,7.96,6.04,0.41,-0.94,-2.15,16.3,28.83,76.35,42.59,34.81,79.27,44.22,36.15,16,0
Six Flags Senior Unsecured (Domestic),Q1 2012,B3,40999,2.8,6.37,5.91,-5.72,-8.86,-9.3,11.6,25.07,85.25,45.15,36.37,88.8,47.03,37.89,16,0
Six Flags Senior Unsecured (Domestic),Q2 2012,B3,41090,2.43,5.33,4.61,12.13,9.57,9.01,11.5,24.14,86.64,46.19,36.16,87.58,46.69,36.55,16,0
Six Flags Senior Unsecured (Domestic),Q3 2012,B3,41182,1.99,5.2,3.67,22.19,20.91,19.15,11.6,31.88,69.74,40.85,33.76,70.74,41.43,34.24,16,0
Six Flags Senior Unsecured (Domestic),Q4 2012,B3,41274,2.27,7.23,3.99,0.86,-0.67,-1.93,12.7,28.95,105.45,51.21,45.77,105.92,51.44,45.98,16,0
Six Flags Senior Unsecured (Domestic),Q1 2013,B3,41364,3.48,6.33,5.71,-2.41,-4.37,-4.29,18.7,15.82,162.09,61.68,52.66,162.82,61.95,52.9,16,0
Six Flags Senior Unsecured (Domestic),Q2 2013,B3,41455,3.23,5.96,5.11,7.94,6.03,6.28,18.7,14.53,161.69,61.62,50.34,162.42,61.89,50.57,16,0
Six Flags Senior Unsecured (Domestic),Q3 2013,B3,41547,3.07,5.43,4.65,14.7,13.81,13.06,18.8,14.73,162.07,61.67,50.8,162.8,61.95,51.03,16,0
Six Flags Senior Unsecured (Domestic),Q4 2013,B3,41639,3.02,5,4.4,1.5,0.83,-0.14,18.8,14.32,171.95,63.05,53.47,172.72,63.33,53.71,16,0
,,,,,,,,,,,,,,,,,,,
Microsoft Senior Unsecured (Domestic),Q1 2009,Aaa,39721,-0.76,0.09,-0.83,-1000000,-1000000,-1000000,-1000000,51.59,0,0,0,5.88,5.55,3.03,1,0
Microsoft Senior Unsecured (Domestic),Q2 2009,Aaa,39813,-0.77,0.09,-0.85,-1000000,-1000000,-1000000,-1000000,52.41,0,0,0,5.8,5.48,3.04,1,0
Microsoft Senior Unsecured (Domestic),Q3 2009,Aaa,39903,-0.95,0.09,-1.06,-1000000,-1000000,-1000000,-1000000,53.65,0,0,0,5.41,5.13,2.9,1,0
Microsoft Senior Unsecured (Domestic),Q4 2009,Aaa,39994,-1.12,0.28,-1.26,-1000000,-1000000,-1000000,-1000000,50.79,9.47,8.27,4.81,14.53,12.68,7.38,1,0
Microsoft Senior Unsecured (Domestic),Q1 2010,Aaa,40086,-1.43,0.32,-1.63,138.59,126.84,121.14,37,50.5,9.09,7.94,4.59,14.55,12.7,7.35,1,0
Microsoft Senior Unsecured (Domestic),Q2 2010,Aaa,40178,-1.25,0.28,-1.41,246.7,236.54,230.08,37,53.94,8.46,7.45,4.56,13.54,11.92,7.3,1,0
Microsoft Senior Unsecured (Domestic),Q3 2010,Aaa,40268,-1.36,0.27,-1.52,158.57,147.54,139.81,37,53.83,8.2,7.24,4.41,13.12,11.59,7.06,1,0
Microsoft Senior Unsecured (Domestic),Q4 2010,Aaa,40359,-1.15,0.25,-1.28,179.68,159.19,160.27,37,53.62,10.7,9.48,5.74,12.86,11.4,6.9,1,0
Microsoft Senior Unsecured (Domestic),Q1 2011,Aaa,40451,-1.14,0.4,-1.25,173.56,161.02,158.13,45,51.28,20.59,16.78,10.56,22.72,18.51,11.65,1,0
Microsoft Senior Unsecured (Domestic),Q2 2011,Aaa,40543,-1.08,0.37,-1.2,122.61,115.79,113.4,72,52.52,19.95,16.63,10.48,19.95,16.63,10.48,1,0
Microsoft Senior Unsecured (Domestic),Q3 2011,Aaa,40633,-1.29,0.44,-1.42,76.54,68.7,67.96,84,53.6,22.29,18.23,11.95,22.29,18.23,11.95,1,0
Microsoft Senior Unsecured (Domestic),Q4 2011,Aaa,40724,-1.37,0.44,-1.5,72.98,66.15,65.65,94,52.51,20.88,17.28,10.97,20.88,17.28,10.97,1,0
Microsoft Senior Unsecured (Domestic),Q1 2012,Aaa,40816,-1.51,0.44,-1.67,84.35,79.71,76.63,94,55.29,20.08,16.72,11.1,20.08,16.72,11.1,1,0
Microsoft Senior Unsecured (Domestic),Q2 2012,Aaa,40908,-1.33,0.44,-1.47,91.28,86.04,84.15,95,57.13,18.61,15.69,10.63,18.61,15.69,10.63,1,0
Microsoft Senior Unsecured (Domestic),Q3 2012,Aaa,40999,-1.56,0.43,-1.72,75.16,67.27,67.09,95,58.18,17.39,14.81,10.12,17.39,14.81,10.12,1,0
Microsoft Senior Unsecured (Domestic),Q4 2012,Aaa,41090,-2.07,0.55,-2.35,10.3,0.14,2,96,54.72,16.14,13.68,8.83,18,15.25,9.85,1,0
Microsoft Senior Unsecured (Domestic),Q1 2013,Aaa,41182,-2.4,0.6,-2.75,63.35,57,55.87,95,56.48,14.11,12.02,7.97,17.36,14.79,9.81,1,0
Microsoft Senior Unsecured (Domestic),Q2 2013,Aaa,41274,-2.36,0.72,-2.76,83.62,74.76,74.01,105,56.4,16.46,13.77,9.28,19.55,16.35,11.03,1,0
Microsoft Senior Unsecured (Domestic),Q3 2013,Aaa,41364,-2.47,0.68,-2.89,79.5,70.96,69.83,109,57.19,15.58,13.15,8.91,18.51,15.62,10.58,1,0
Microsoft Senior Unsecured (Domestic),Q4 2013,Aaa,41455,-2.01,0.58,-2.29,58.8,43.85,50.61,120,55.43,15.96,13.33,8.85,19.76,16.5,10.95,1,0
Microsoft Senior Unsecured (Domestic),Q1 2014,Aaa,41547,-2.04,0.57,-2.33,61.76,51.33,53.68,118,57.35,15.47,12.95,8.87,19.51,16.33,11.19,1,0
Microsoft Senior Unsecured (Domestic),Q2 2014,Aaa,41639,-1.89,0.82,-2.18,68.37,55.54,59.03,135,55.42,24.3,19.13,13.47,27,21.26,14.96,1,0
Microsoft Senior Unsecured (Domestic),Q3 2014,Aaa,41729,-2.13,0.76,-2.47,47.02,40.21,39.85,175,56,23.65,19.11,13.25,23.77,19.21,13.31,1,0
Microsoft Senior Unsecured (Domestic),Q4 2014,Aaa,41820,-1.91,0.82,-2.27,48.66,40.79,38.36,169,52.08,22.99,18.36,11.98,25.22,20.14,13.14,1,0
Microsoft Senior Unsecured (Domestic),Q1 2015,Aaa,41912,-1.99,0.87,-2.4,45.17,37.2,36.3,161,53.15,20.49,16.22,10.89,26.31,20.83,13.98,1,0
Microsoft Senior Unsecured (Domestic),Q2 2015,Aaa,42004,-1.9,1.02,-2.32,57.39,48.19,48,162,52.55,19.87,15.29,10.44,29.99,23.07,15.76,1,0
Microsoft Senior Unsecured (Domestic),Q3 2015,Aaa,42094,-1.93,1.19,-2.38,38.43,31.84,31.25,211,51.01,30.67,22.66,15.65,35.36,26.12,18.04,1,0
Microsoft Senior Unsecured (Domestic),Q4 2015,Aaa,42185,-2.54,1.94,-3.37,-2.27,-9.48,-8.31,247,45.9,34.72,24.1,15.94,44.07,30.59,20.23,1,0
Microsoft Senior Unsecured (Domestic),Q1 2016,Aaa,42277,-2.52,2.13,-3.36,29.13,23.69,23.27,249,44.79,35.92,23.98,16.09,49.8,33.24,22.31,1,0
Microsoft Senior Unsecured (Domestic),Q2 2016,Aaa,42369,-2.6,2.72,-3.56,24.5,17.95,19.5,309,42.63,52.98,33.56,22.59,57.87,36.65,24.67,1,0
,,,,,,,,,,,,,,,,,,,
Wells Fargo Senior Unsecured (Domestic),Q1 2012,Aa3,40999,7.25,3.59,-1000000,-1000000,-1000000,-1000000,-1000000,10,88.36,39.61,9.73,123.06,55.17,13.55,4,0
Wells Fargo Senior Unsecured (Domestic),Q2 2012,Aa3,41090,6.98,3.45,-1000000,-1000000,-1000000,-1000000,-1000000,10.21,83.64,37.82,9.35,121.13,54.78,13.55,4,0
Wells Fargo Senior Unsecured (Domestic),Q3 2012,Aa3,41182,6.69,2.39,-1000000,-1000000,-1000000,-1000000,-1000000,10.36,83.82,38.61,9.51,117.11,53.94,13.29,4,0
Wells Fargo Senior Unsecured (Domestic),Q4 2012,Aa3,41274,6.48,0.89,-1000000,-1000000,-1000000,-1000000,-1000000,10.17,80.16,37.09,8.95,116.14,53.73,12.97,4,0
Wells Fargo Senior Unsecured (Domestic),Q1 2013,Aa3,41364,6.34,0.91,-1000000,-1000000,-1000000,-1000000,-1000000,10.28,77.23,36.03,8.78,114.38,53.35,13.01,4,0
Wells Fargo Senior Unsecured (Domestic),Q2 2013,Aa3,41455,5.85,0.45,-1000000,-1000000,-1000000,-1000000,-1000000,10.3,75.33,35.85,8.56,110.12,52.41,12.52,4,0
Wells Fargo Senior Unsecured (Domestic),Q3 2013,Aa3,41547,6.48,0.13,-1000000,-1000000,-1000000,-1000000,-1000000,10.19,89.57,40.44,10.16,121.47,54.85,13.78,4,0
Wells Fargo Senior Unsecured (Domestic),Q4 2013,Aa3,41639,6.34,-0.82,-1000000,-1000000,-1000000,-1000000,-1000000,10.1,89.47,40.49,10.04,120.98,54.75,13.58,4,0
Wells Fargo Senior Unsecured (Domestic),Q1 2014,Aa3,41729,6.31,-0.96,-1000000,-1000000,-1000000,-1000000,-1000000,10.25,86.94,39.65,9.92,119.27,54.4,13.61,4,0
Wells Fargo Senior Unsecured (Domestic),Q2 2014,Aa3,41820,6.85,-0.88,-1000000,-1000000,-1000000,-1000000,-1000000,10.14,92.47,40.82,10.5,126.54,55.86,14.37,4,0
Wells Fargo Senior Unsecured (Domestic),Q3 2014,Aa3,41912,7.32,-0.96,-1000000,-1000000,-1000000,-1000000,-1000000,9.96,100.87,42.88,11.28,135.26,57.49,15.12,4,0
Wells Fargo Senior Unsecured (Domestic),Q4 2014,Aa3,42004,7.3,-0.9,-1000000,-1000000,-1000000,-1000000,-1000000,9.79,99.29,42.51,10.9,133.57,57.19,14.67,4,0
Wells Fargo Senior Unsecured (Domestic),Q1 2015,Aa3,42094,7.74,-1.49,-1000000,-1000000,-1000000,-1000000,-1000000,9.6,96.49,40.65,10.55,137.39,57.87,15.02,4,0
Wells Fargo Senior Unsecured (Domestic),Q2 2015,Aa2,42185,7.81,0.32,-1000000,-1000000,-1000000,-1000000,-1000000,9.78,94.27,39.65,10.45,137.78,57.94,15.27,3,1
Wells Fargo Senior Unsecured (Domestic),Q3 2015,Aa2,42277,8.09,0.03,-1000000,-1000000,-1000000,-1000000,-1000000,9.8,95.48,39.64,10.58,140.87,58.48,15.61,3,0
Wells Fargo Senior Unsecured (Domestic),Q4 2015,Aa2,42369,8.83,0.23,-1000000,-1000000,-1000000,-1000000,-1000000,9.55,102.91,40.64,11.16,153.21,60.51,16.62,3,0
Wells Fargo Senior Unsecured (Domestic),Q1 2016,Aa2,42460,10,0.48,-1000000,-1000000,-1000000,-1000000,-1000000,9.3,114.8,42.67,12.32,169.06,62.83,18.15,3,0
Wells Fargo Senior Unsecured (Domestic),Q2 2016,Aa2,42551,10.96,1.45,-1000000,-1000000,-1000000,-1000000,-1000000,9.29,120.36,43.03,12.91,179.7,64.25,19.28,3,0
,,,,,,,,,,,,,,,,,,,
McDonald's Senior Unsecured (Domestic),Q2 2010,A3,40359,1.05,1.46,1.23,19.95,15.92,17.07,108.1,45.79,78.37,43.32,35.89,80.92,44.73,37.06,7,0
McDonald's Senior Unsecured (Domestic),Q3 2010,A3,40451,1.03,1.54,1.2,20.99,15.97,18.26,114.8,43.76,83.28,45.29,36.44,83.86,45.61,36.69,7,0
McDonald's Senior Unsecured (Domestic),Q4 2010,A2,40543,1.04,1.54,1.22,18.73,11.38,15.87,117,45.77,78.56,43.98,35.96,78.62,44.01,35.98,6,1
McDonald's Senior Unsecured (Domestic),Q1 2011,A2,40633,1.13,1.58,1.32,18.03,13.11,15.2,120.1,45.05,72.81,39.72,32.81,83.31,45.45,37.53,6,0
McDonald's Senior Unsecured (Domestic),Q2 2011,A2,40724,1.1,1.54,1.28,20.85,15.11,17.97,121.8,45.54,73.98,40.62,33.69,82.14,45.1,37.41,6,0
McDonald's Senior Unsecured (Domestic),Q3 2011,A2,40816,1.05,1.52,1.23,22.2,15.36,19.31,124,41.32,82.38,42.48,34.04,93.94,48.44,38.82,6,0
McDonald's Senior Unsecured (Domestic),Q4 2011,A2,40908,1.02,1.47,1.19,19.6,11.92,16.71,126.9,43.62,84.32,45.12,36.78,86.87,46.49,37.89,6,0
McDonald's Senior Unsecured (Domestic),Q1 2012,A2,40999,1.04,1.47,1.21,18.07,12.83,15.24,128.9,43.98,82.23,43.93,36.17,87.17,46.57,38.34,6,0
McDonald's Senior Unsecured (Domestic),Q2 2012,A2,41090,1.1,1.57,1.28,19.39,13.22,16.58,130,42.11,90.63,46.07,38.16,96.71,49.16,40.72,6,0
McDonald's Senior Unsecured (Domestic),Q3 2012,A2,41182,1.11,1.56,1.3,20.76,13.78,17.85,128.1,41.05,91.85,46.97,37.7,95.53,48.86,39.21,6,0
McDonald's Senior Unsecured (Domestic),Q4 2012,A2,41274,1.12,1.58,1.31,19.94,11.51,16.96,129.6,43.22,89.14,47.13,38.52,89.14,47.13,38.52,6,0
McDonald's Senior Unsecured (Domestic),Q1 2013,A2,41364,1.08,1.49,1.27,18.27,12.63,15.22,128.1,44.63,84.04,45.66,37.5,84.04,45.66,37.5,6,0
McDonald's Senior Unsecured (Domestic),Q2 2013,A2,41455,1.09,1.55,1.28,19.94,14.44,16.93,129.8,44.03,88.13,46.85,38.81,88.13,46.85,38.81,6,0
McDonald's Senior Unsecured (Domestic),Q3 2013,A2,41547,1.06,1.54,1.25,21.54,15.29,18.52,130.5,42.66,88.94,47.07,37.94,88.94,47.07,37.94,6,0
McDonald's Senior Unsecured (Domestic),Q4 2013,A2,41639,1.09,1.61,1.29,19.54,12.07,16.48,133.5,43.71,88.26,46.88,38.58,88.26,46.88,38.58,6,0
McDonald's Senior Unsecured (Domestic),Q1 2014,A2,41729,1.08,1.59,1.28,17.32,12.8,14.29,135.5,44.4,85.62,45.97,38.01,86.25,46.31,38.29,6,0
McDonald's Senior Unsecured (Domestic),Q2 2014,A2,41820,1.13,1.77,1.35,18.87,14.2,15.87,137.9,42.76,92.18,47.15,39.42,95.52,48.85,40.84,6,0
McDonald's Senior Unsecured (Domestic),Q3 2014,A2,41912,1.18,1.8,1.42,16.65,11.93,13.88,149.3,37.83,106.54,50.48,40.3,111.04,52.62,42,6,0
McDonald's Senior Unsecured (Domestic),Q4 2014,A2,42004,1.34,1.88,1.62,14.61,9.2,11.85,147.8,37.55,116.2,53.75,43.64,116.2,53.75,43.64,6,0
McDonald's Senior Unsecured (Domestic),Q1 2015,A2,42094,1.4,1.93,1.71,12.03,9.2,9.41,147.3,35.46,125.33,55.62,44.45,125.33,55.62,44.45,6,0
McDonald's Senior Unsecured (Domestic),Q2 2015,A3,42185,1.61,2.54,1.97,15.02,12.06,12.39,149.2,30.22,169.51,62.9,51.22,169.51,62.9,51.22,7,-1
McDonald's Senior Unsecured (Domestic),Q3 2015,Baa1,42277,1.81,2.56,2.21,15.03,12.28,12.62,160.9,25.21,216.5,68.4,54.58,216.5,68.4,54.58,8,-1
McDonald's Senior Unsecured (Domestic),Q4 2015,Baa1,42369,1.89,3.38,2.3,12.55,9.16,10.39,180.9,18.68,340.33,77.29,63.58,340.33,77.29,63.58,8,0
McDonald's Senior Unsecured (Domestic),Q1 2016,Baa1,42460,2.2,3.1,2.66,9.91,8.06,8.16,218.3,11.43,604.52,85.81,69.1,604.52,85.81,69.1,8,0
McDonald's Senior Unsecured (Domestic),Q2 2016,Baa1,42551,2.52,3.45,3.03,10.01,8.36,8.3,223.9,1.93,4064.06,97.6,78.47,4064.06,97.6,78.47,8,0
,,,,,,,,,,,,,,,,,,,
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2005,Baa1,38442,1.52,2.41,2.03,13.65,10.83,10.13,89.8,53.75,55.71,35.01,29.94,59.15,37.17,31.79,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2005,Baa1,38533,1.43,2.35,1.92,14.99,10.74,11.51,88.3,53.23,54.06,33.88,28.78,59.59,37.34,31.72,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2005,Baa1,38625,1.16,2.18,1.56,16.97,12.48,13.39,86.6,52.13,50.63,32.55,26.4,55.56,35.72,28.97,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2005,Baa1,38717,1.12,2.54,1.47,13.39,7.37,9.92,91.4,50.51,59.01,35.34,29.8,66.95,40.1,33.81,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2006,Baa1,38807,1.15,2.43,1.5,12.74,9.6,9.75,102.3,51.24,57.42,34.73,29.42,65.35,39.52,33.48,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2006,Baa1,38898,1.14,2.26,1.48,14.95,10.92,11.73,97.7,52.53,53.4,33.21,28.05,60.79,37.81,31.93,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2006,Baa1,38990,0.87,2.11,1.13,15.74,11.43,12.69,102.9,50.36,55.19,34.67,27.8,59.18,37.18,29.8,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2006,Baa1,39082,1.07,1.82,1.36,15,8.48,11.81,99,53.35,54.27,35.15,28.96,54.39,35.23,29.02,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2007,Baa1,39172,1.05,1.83,1.33,15.38,10.95,12.18,97.2,53.5,52.01,33.36,27.82,55.9,35.86,29.9,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2007,Baa1,39263,0.95,1.61,1.19,17.02,12.66,14.04,101.8,52.03,52.27,33.9,27.2,54.18,35.14,28.19,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2007,Baa1,39355,0.72,1.45,0.89,19.15,14.94,16.11,97.9,50.44,51.35,33.84,25.9,51.76,34.11,26.11,8,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2007,A3,39447,1.08,1.68,1.32,14.67,7.95,12,113.2,51.99,47.84,29.74,24.87,60.87,37.84,31.65,7,1
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2008,A3,39538,1.25,2.01,1.51,13.76,10.46,11.39,128.5,46.61,72.45,39.94,33.77,81.41,44.87,37.95,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2008,A3,39629,1.2,1.83,1.44,13.46,10.03,11.31,146.3,47.91,71.4,40.65,34.2,75.64,43.07,36.24,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2008,A3,39721,1.11,1.57,1.33,16.22,11.53,13.86,131.6,46.39,75.55,43,35.05,75.69,43.08,35.11,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2008,A3,39813,1.07,1.58,1.26,15.36,9.12,12.97,116.2,47.02,76.11,43.16,35.79,76.35,43.3,35.9,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2009,A3,39903,1.12,1.63,1.32,13.92,10.32,11.58,120.9,45.61,82.16,45.07,37.47,82.31,45.15,37.54,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2009,A3,39994,1.16,1.72,1.38,16.65,12.73,14.09,119.3,45.35,79.22,43.28,35.93,83.06,45.37,37.66,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2009,A3,40086,1.15,1.7,1.36,19.06,14.62,16.41,117.8,43.86,80.81,43.91,35.44,84.02,45.66,36.85,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2009,A3,40178,1.09,1.55,1.28,18.61,12.72,15.85,115.2,46.43,75.25,42.91,34.94,75.38,42.98,35,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2010,A3,40268,1.02,1.48,1.19,17.95,14.04,15.08,111,47.33,74.26,42.58,35.15,74.38,42.66,35.21,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2010,A3,40359,1.05,1.46,1.23,19.95,15.92,17.07,108.1,45.79,78.37,43.32,35.89,80.92,44.73,37.06,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2010,A3,40451,1.03,1.54,1.2,20.99,15.97,18.26,114.8,43.76,83.28,45.29,36.44,83.86,45.61,36.69,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2010,A3,40543,1.04,1.54,1.22,18.73,11.38,15.87,117,45.77,78.56,43.98,35.96,78.62,44.01,35.98,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2011,A3,40633,1.13,1.58,1.32,18.03,13.11,15.2,120.1,45.05,72.81,39.72,32.81,83.31,45.45,37.53,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2011,A3,40724,1.1,1.54,1.28,20.85,15.11,17.97,121.8,45.54,73.98,40.62,33.69,82.14,45.1,37.41,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2011,A3,40816,1.05,1.52,1.23,22.2,15.36,19.31,124,41.32,82.38,42.48,34.04,93.94,48.44,38.82,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2011,A3,40908,1.02,1.47,1.19,19.6,11.92,16.71,126.9,43.62,84.32,45.12,36.78,86.87,46.49,37.89,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2012,A3,40999,1.04,1.47,1.21,18.07,12.83,15.24,128.9,43.98,82.23,43.93,36.17,87.17,46.57,38.34,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q2 2012,A3,41090,1.1,1.57,1.28,19.39,13.22,16.58,130,42.11,90.63,46.07,38.16,96.71,49.16,40.72,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q3 2012,A3,41182,1.11,1.56,1.3,20.76,13.78,17.85,128.1,41.05,91.85,46.97,37.7,95.53,48.86,39.21,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q4 2012,A3,41274,1.12,1.58,1.31,19.94,11.51,16.96,129.6,43.22,89.14,47.13,38.52,89.14,47.13,38.52,7,0
Pacific Gas and Electric Senior Unsecured (Domestic),Q1 2013,A3,41364,1.08,1.49,1.27,18.27,12.63,15.22,128.1,44.63,84.04,45.66,37.5,84.04,45.66,37.5,7,0
